start,end,text
4761680,4768080," at this point um so it's just it's tough it's tough someone on twitch chat talking about that"
4768080,4773680," untitled goose game stream that you and i did saying it was funny to watch like yeah it was but"
4773680,4778400," from like a work standpoint that was the least productive thing that either luke or i could"
4778400,4784480," have been doing yeah well what what were we making like three dollars an hour to play untitled"
4784480,4791520," goose game i have no idea the the opportunity cost of that is enormous yeah enormous"
4791520,4797040," yeah and you know we've got people on twitch also pointing out that you don't have to do"
4797040,4803280," reviews you can do niche content yeah but niche content right in the name how do you make money"
4803280,4808880," on it and there's there's people that can't and and be very successful and make really good money"
4808880,4815440," but it's often one-to-two-bit outfits we're big exactly like that's the thing is is you can make"
4815440,4821440," money as an individual but we're not an individual anymore yeah like all of a sudden anything we do"
4821440,4828240," has to make more than just the person working on it because there are other teams that support"
4828240,4833680," those people if you're just an individual fine but if you have to also pay your share of the overhead"
4833680,4837840," from our accounting department and logistics department and to be clear at you know it's not"
4837840,4845840," fair to call accounting overhead but they don't make money they count it right and what they do is"
4845840,4851600," super important keeping us compliant with various tax regulations and and things like that you know"
4851600,4858960," we can't operate without them but it means that we can't just take every dollar that comes in and"
4858960,4863120," go oh well that covers the salary of the people who work on the show it's just more complicated"
4863120,4867840," and like the the stylactic asks what's the rationale behind carpool critics"
4868480,4876880," uh the rationale there is that they really wanted to do a movie podcast and I said I okay uh give"
4876880,4881760," it a shot and we'll see how it goes and they really really like doing it still I guess because"
4881760,4889600," otherwise they don't have to I mean they're just movies they're just movies podcast yeah and like"
4889600,4895760," for me the the type of content that I would want to make if I made content like that would be content"
4895760,4905840," similar to uh like a hoy or nakey jakey or channels like that and there's no way I would be as good"
4905840,4912880," so you should probably just watch them and I'm just being real about that I would probably I"
4912880,4917920," would probably I think Untitled Goose Game is honestly a perfect sandbox for me that that is my"
4917920,4925040," gaming personality in a nutshell really is uh I probably had the most fun that I've had gaming"
4925040,4931760," in the last like five years playing Star Citizen with you and Riley for his tech longer episode"
4931760,4940480," just being an absolute piece of garbage the entire time like I had way more fun ruining this"
4940480,4944640," utterly broken game for everyone than I would have actually trying to roleplay in it"
4944640,4950320," yeah you know we should we should release that as a float plane exclusive if Riley still has"
4950320,4957600," the uncut footage yeah because that was hilarious it was so fun I I wish it made I don't think it"
4957600,4963120," made it into the cut or maybe maybe like one version of it did or something but Linus figured"
4963120,4970480," out how to how to like KO your character I'm gonna say it that way um and I it was like holding"
4970480,4973760," backspace or something and your character would just knock themselves out and you'd fall on the floor"
4974640,4982240," we started running on the hanger both of us just like launching themselves and just ragdolling in"
4982240,4989120," the middle of this like star port and morphology who's a fantastic creator he's an architect who"
4989120,4994640," does reviews of the ships and stars as he does other stuff as well but he's trying to like show us"
4994640,4998720," this game and how cool it can be able to like run on on boom"
5002560,5010400," I managed to almost almost pk the entire squad yeah yeah no I thought you did get everyone"
5010400,5015520," no I didn't get everyone they got the gun away from me no because you crashed the ship into the"
5015520,5025920," plane oh well yeah I did that yeah I do remember the gun part though yeah oh I was so close to"
5025920,5033360," getting you all yeah I I would have fun I could have some fun making so I've had some video ideas in"
5033360,5040480," my head for like years that I would really like to explore um yeah me too honestly it's the thing"
5040480,5045600," that kind of sucks about doing this professionally because there's video ideas that I would love to"
5045600,5050000," do that have been like swimming around in my head twinkling in the eye you know that are just"
5050960,5057040," not worth the time yeah and it's like what is what is worth you know yeah like there's a there's a"
5057040,5061840," few that I've wanted to do I've even started writing scripts on a few of them over the years and"
5061840,5067840," then just been like this is so this is way too similar to what I do for work releasing this on"
5067840,5073760," my personal channel would probably be really weird I don't like really want to do that so then"
5073760,5079600," they haven't become anything but it's still something that like but then but then if I do it during"
5079600,5084080," work hours the whole time I try to do it I'm just gonna be like holy crap there's other things I"
5084080,5090480," should be doing so I don't know it just doesn't really line up I feel the same way about a lot of"
5090480,5095200," stuff I mean even stuff that I really like kind of should be doing for work like the you know"
5095200,5100880," Colton's been chasing me to do a course forever and like I should write that book and stuff like"
5100880,5106640," that it's just I know it's not the quote unquote best use of my time but there's things that I"
5106640,5114400," kind of feel like would be a lot more creatively fulfilling but just are I you know I think the"
5114400,5122240," big problem is I'm really just not done with LTT yet I feel like once we get labs up and running"
5122240,5130960," smoothly once we have you know like this great host stable and we've got labs just like churning"
5130960,5136560," through product in the background you know maybe the time will come yeah maybe the time will come"
5136560,5143920," for maybe to spend more time fighting Dennis on channel Superfund or something you know yeah maybe"
5143920,5150160," you could have your own I haven't been doing it as much lately because we're we're crunching"
5150160,5156080," pretty hard we're behind on a bunch of things but Flowplane in theory has this thing where the"
5156080,5161760," last Friday of every month except for right now we do something where we do creative day where people"
5161760,5167840," are supposed to work on their own like something that they find interesting that might potentially"
5167840,5172640," be a benefit but we don't measure it based on like benefits and stuff it's just could it potentially"
5172640,5177200," bring any value to the company and there's some been some really cool stuff that is that has come"
5177200,5180400," from that that has actually been really valued there's also been stuff that has come from that that has"
5180400,5187120," had effectively no real major value and that's completely fine but it's a cool creative outlet"
5188640,5192800," so if you're able to have the time to be able to do that but one of the problems with those"
5192800,5202240," types of systems is being able to have that time is is hard so yeah yeah Conrad just pointed out"
5202240,5207280," I had points so merch messages was originally a creative day thing yeah I was uh there was a"
5207280,5213520," suggestion from a viewer I don't remember exactly how detailed it was and then Conrad took it"
5215440,5222560," way further and turned it into merch messages and now that's like a core part of Wancho and a"
5222560,5226720," notable part of the business really really really cool there's been other stuff that has come out"
5226720,5232720," that has been very good from creative day as well and it's something that I want to get back into"
5232720,5239600," or just buy it on some stuff but yeah I think those things can be valuable I think line is having"
5239600,5245360," some time to just riff on things that you find interesting would be cool but time is very leveraged"
5245360,5252640," right now yeah I don't know video game reviews it's something we've been thinking about for years"
5252640,5257600," because before we started Channel Super Fun it was like a which one do we do type of conversation"
5257600,5263760," yeah yeah we've started video games or twazing toys and other more different kinds of games yeah"
5263760,5273520," yeah uh EA speaking of games is shutting down servers for many old but still good games"
5274400,5279520," this was first spotted by true achievements on Monday but electronic arts has confirmed it has"
5279520,5283920," started the process of shutting down online servers for some of their older games which means"
5283920,5290240," players will no longer be able to play multiplayer online and any achievements that require that"
5290240,5297760," feature will be forever unwinnable IGN assembled a list of when and what games are getting shut down"
5298320,5305680," and it is October 20th 2022 army of two the 40th day and army of two the devil's cartel"
5305680,5312880," as well as dragon age origins the multiplayer screenshots server on November 9th 2022 they're"
5312880,5317200," shutting down command and conquer red alert three command and conquer three tiberium wars and"
5317200,5322880," command and conquer three canes wrath alongside mercenaries two world and flames November 30th"
5322880,5329760," sees the end of on rush and january 19th of 2023 we'll see the end of mirrors edge nba jam on fire"
5329760,5339920," edition gatling gears and shank two oh rest in peace I really wish there was legislation to"
5339920,5346960," force these guys to release community server software yeah why not because they are clearly"
5346960,5354160," shutting it down anyway very very frustrating yeah anthony's discussion question not really a"
5354160,5360640," question but bring back dedicated servers you cowards games with servers shut down like this"
5360640,5366400," should have their server software released ab so freaking lutely preach it anthony"
5366400,5372400," yeah I uh I feel the same way there's there's a question which is like adam says"
5374400,5380320," mirrors edges online content only consists of leaderboards and ghost downloads how hard is it"
5380320,5393040," to keep those going yeah unreal extremely frustrating entire generations of gaming experiences will be"
5393040,5404320," lost to this always online multiplayer paradigm it's really quite sad um i've always really"
5404320,5412320," because you you don't like maybe you don't care too much right now about some of these things"
5412320,5417680," closing down maybe you haven't thought about mirrors edge for a while right um"
5419600,5425600," but there's a bunch of games where I don't think about them for a decade and then one day I'll"
5425600,5429920," talk to a buddy about it and we'll reminisce over some good times with some game that I forgot"
5429920,5435120," the name of oh yeah member worms i'm again yeah it's like man we should play worms are again that's"
5435120,5440800," actually really fun and with worms are again you can't and you can have a hoot just fire up some"
5440800,5445840," hamachi and yeah and it's really quite genuinely entertaining it's fun to go back and play that"
5445840,5453360," game some fun parts of it can even be going wow this is a bad game um just figuring out like okay"
5453360,5457680," in the last however many years a lot of good quality life things have happened to gaming like"
5457680,5463120," that part is interesting i'm not saying that with worms or again to be clear but that has been"
5463120,5467200," something that has happened to me a couple of times that i've i've put some roast into glasses"
5467200,5471920," on about a certain game going back to play it and then i'm like oh wow okay usually i think i have"
5471920,5478240," a pretty good memory for that stuff but not all the time but i want to be able to do that um and"
5478240,5485840," i think it's crazy that it's becoming a thing that you can't um and this is something that"
5485840,5490800," we talked about on wancho when it started becoming more popular like games were becoming"
5490800,5495360," always online multiplayer experience blah blah blah blah and no one seemed to care"
5495360,5501280," yeah and now it's starting to happen and i think we're running into a situation where a decent"
5501280,5506240," amount of people don't care and i think the reason why is it hasn't happened to a game that they care"
5506240,5511920," about and it's going to be one of those things where it's like they came for the x and i didn't"
5511920,5516160," care because it didn't affect me they came for the y i didn't care because it didn't affect me now"
5516160,5523040," they're coming for me who's there to care about this i don't remember how that quote works um but"
5523040,5532080," like i i think that's happening you should care this sucks this is bad the the there's groups out there"
5532080,5541440," that try to um preserve old gaming experiences um and i think that's most that matrix online"
5541440,5550960," mmo um like server reverse engineering project was wild yeah i don't think it ever ultimately"
5550960,5557440," succeeded but like with that kind of dedication you have to know that if the source code was released"
5557440,5565360," they would have made it happen yep probably would have made it better yeah um so i don't know this is"
5565360,5570880," sad the the question of what gave me most is going to see offline uh i don't know i'm just"
5570880,5576320," disappointed to see any of them offline i think yeah no none of these games should be offline it"
5576320,5583440," should be only if nobody wants to play it anymore but instead we're not given the option we're not"
5583440,5589440," given the choice yeah and even if no one wants to play it anymore maybe someone wants to play it"
5589440,5595120," further out on the line and and to be clear i don't think"
5595120,5602240," stop looking to the error off camera yeah sorry i'll look at cardboard line is a little bit more"
5602240,5611520," often um i don't think anyone is i don't think that these companies should have to necessarily like"
5611520,5617600," host the online servers for these in perpetuity forever they should do um"
5617600,5624080," what i think someone else mentioned i think anthony or or maybe lydis they should make it so"
5624080,5630800," that other people can if they want um like uh uh thiede in twitch chat says uh battle for just one"
5630800,5634560," game where the community fought hard with the a they actually ended up getting the source code"
5634560,5639040," as long as they swore never to monetize the game and it's a similar situation good enough uh"
5639040,5644160," supreme commander forged alliance exactly good enough we don't want to make money off the ip we"
5644160,5650960," just want to play our freaking game yes forge alliance is i i think it's actually brilliant because"
5650960,5657760," they handed it over to community members that are doing an amazing job the lord's work the forge"
5657760,5664320," alliance team uh it's actually just wild what they've accomplished really really really impressive"
5664320,5670720," and they made an agreement you have to have a legit copy of the game to be able to play"
5670720,5675680," so people still buy it because you can buy it through steam the original company actually"
5675680,5682480," a win win yeah everybody wins sounds good you i'm not even asking you to stop profiting off of it"
5683840,5689600," exactly all i want is for there to be a route and if people don't want to put the effort in if you"
5689600,5695920," have made the path clear if people don't want to put the effort in that's fine but the path needs"
5695920,5703760," to be clear there needs to be a path just shutting it down creating no potential path forward"
5703760,5712240," that's not cool i don't like that at all and i i would really love it if something happened i"
5712240,5716080," don't know if it has to happen legally or what but something happens so that this couldn't happen"
5716080,5721440," anymore because we're we're legitimately losing history and it's not it's not good or cool yeah"
5721440,5727840," so what said ashron's call apparently there's multiple community servers now because you can do"
5727840,5736800," that that's great ashron's call is an ancient mmo um and i i suspect microsoft is not expect that"
5736800,5742000," they're going to be able to make money off of the original ashron's call and that might be a very"
5742000,5748160," accurate thing um but yeah just let the community host some stuff and if you want to put in stuff"
5748160,5754320," hey you can't profit off of this or they have to have official license keys for the software to be"
5754320,5759680," able to play on your server whatever sure whatever just make it possible"
5762960,5769440," or or alternate solution you can just get rich enough to buy these companies outright"
5769440,5779760," like kanye west a claimed rapper yee is buying social media platform parlor after being banned"
5779760,5785040," from instagram and twitter for making uh what were i haven't actually seen them but what were"
5785040,5792080," apparently anti-semitic comments kanye west now legally known as yee i actually didn't know he"
5792080,5797840," legally changed his name either yee that's a thing um has decided to take matters into his own hands"
5797840,5804960," by purchasing parlor in a tuesday press release parent company carlamon technologies i don't know"
5804960,5810720," how you're supposed to pronounce that parlor meant uh announced it agrees to be sold to yee"
5810720,5816640," in the same release yee said in a world where conservative opinions are considered to be"
5816640,5821600," controversial we have to make sure they have the right to freely uh we have the right to freely"
5821600,5829200," express ourselves ceo george farmer said this deal will change the world and change the way the world"
5829200,5835040," thinks about free speech yee is making a groundbreaking move into the free speech media space and will"
5835040,5841840," never have to fear being removed from social media again parlamant then docked numerous verified"
5841840,5849920," users and investors by ceo seeing instead of bcc the announcement apparently it's yay not yee"
5849920,5862640," is it yay uh oh really wait so it's yay right but they're called yeezys what they would be yeezys"
5862640,5872480," they're yeezys i'm concerned we're getting trolled it's yay like con yay yeah that's what i thought"
5872480,5878880," yay it's yay then so they're yeezys oh wait that's not what i thought con yee"
5878880,5889440," con yee weast there is some conjecture that yay all right sorry might be getting played for a sucker"
5889440,5897680," by parlamant parlamant technologies tech dirt noted that parlor has around 50,000 daily active users"
5897680,5904240," and that the twitter for people removed from twitter it has the limited audience that is now split"
5904240,5910320," between multiple social networks like parlor and truth social uh they have apparently been trying"
5910320,5917680," to offload parlor for some time but have demanded very high prices uh yay has recently garnered"
5917680,5923040," controversy after being spotted wearing a white lides matter shirt and going on tirades on social"
5923040,5929680," media and making false statements regarding george floyd's death along with other rants"
5929680,5935600," uh there are some discussion questions here but frankly i don't think we're going to get into"
5935600,5941040," any of them discussion question a what is a free speech media platform?"
5942320,5950240," discussion question b are you a yay stan or a hater? c would you ever invest in a social"
5950240,5957120," media platform which one? and oh actually d's pretty good this is from james"
5957120,5964000," doesn't yay know that elon plans to pardon most twitter bans and bring back trump which would"
5964000,5970240," leave how many people on parlor i'm thinking a big fat less than the 50,000 they have today"
5971200,5976560," apparently uh elon also plans to drop like i think it's like two-thirds of the twitter staff or"
5976560,5981840," something like that i thought it was three quarters three quarters wow so uh given actually you know"
5981840,5989040," what hold on a second if he actually does that and actually just like slashes the entire content"
5989040,5995440," moderation staff and twitter turns into an even more toxic cesspool than it is today nice it might"
5995440,6000000," be a really good time to own parlor and be an alternative to it"
6000000,6011360," yeah really fun one uh i don't maybe you mentioned this and i just didn't hear it but uh par"
6011360,6017360," lament part part i don't know whatever the the parent company uh docked numerous verified users"
6017360,6023840," and investors by ce seeing them instead of bccing the announcement yeah that's great that is that"
6023840,6028720," is an a plus um we run a tech company move right there yeah"
6028720,6043440," she's yeah i uh i don't have too much to say about this other than hey plants need water and"
6043440,6051600," float plane chat obama made my frogs gay too let's move on uh better pixels there's a report claiming"
6051600,6058960," that is reallocating resources from software to first party hardware uh this is from arse"
6058960,6065760," technica a report from the information details changes google ceo center pichai is making across"
6065760,6071520," the company including cuts to divisions focused on software for non-google devices and more resources"
6071520,6076560," for google's first party hardware divisions why well apparently google views apple is more of a"
6076560,6082560," threat than it has previously sam san is apparently in decline in many established markets and apple"
6082560,6089120," is topping us market share at greater than 50 percent and global premium smartphone sales at"
6089120,6095920," 78 percent of the thousand dollar segment uh google is worrying too that regulators might shut"
6095920,6101760," down its agreement with apple to put google search on iphones a loss of google ads on iphones would"
6101760,6106880," be apparently a major blow to google's revenue the effects may already be noticeable somewhere"
6106880,6112960," o s watch users are reporting that assistant no longer works on their device oh wow what the"
6112960,6119440," heck apparently sam san one plus and jao me are being singled out as premium android partners but"
6119440,6125360," many other manufacturers may not get the same attention the discussion question here is what"
6125360,6129840," effectful google abandoning other android partners have in the long run i would say not good ones"
6129840,6134640," because one of the biggest perceived problems with android is the lack of long-term software support"
6134640,6140720," and b is it wise for google to switch to a more apple-like model if you'd asked me five years ago"
6140720,6147200," six seven years ago in the next six days i'd have said yes it's extremely wise for google to go"
6147200,6152480," more vertically integrated if you asked me today i would say that sounds like a terrible idea"
6153280,6161760," um they have proven time and time again that they just can't handle it um for lack of a better way"
6161760,6174400," of putting that yeah yeah i don't know i in my opinion the quality level of a lot of google's"
6174400,6183840," hardware was best when they didn't make it uh likes like the nexus devices sorry i just kicked"
6183840,6192000," you um the nexus devices oh there you go there you go um the nexus devices were sweet the pixel"
6192000,6197840," devices almost immediately started to go have had their ups and downs a little bit downhill yeah"
6197840,6202000," um i don't remember a nexus device not being good though"
6202800,6211360," i mean they weren't perfect they were no but they were cheap yeah they were really great for how cheap"
6211360,6216720," they were um but so if you go in not expecting them to be the absolute best thing on the market"
6216720,6222560," uh but to very likely be the best thing in that price segment they were really good um"
6222560,6228000," i don't know as as a as a pixel person i have been disappointed over the last few years"
6228640,6238400," um more than few years i guess yeah i'm not too surprised i we've been hearing for quite a while"
6238400,6242000," about how apples market share has been increasing increasing increasing you wonder who they're"
6242000,6248480," taking that from it's like well probably probably a no phone that's for sure yeah exactly"
6248480,6257680," so yeah yeah i don't i think it's time for us to get to some merch messages what do you think"
6257680,6260800," turn let's do it okay that sounds good to me"
6260800,6270000," hit it then i'm gonna get there um okay this is from garard uh Linus Ubisoft sent out an email"
6270000,6276240," today that they are uh bringing an o 1800 consoles and are having people try it out are you going to"
6276240,6282320," try an o 1800 on a console uh yeah well i'm at it i'm gonna play some warcrafts too on PlayStation"
6282320,6291200," 1 excellent technically a thing that you can do it sounds like a very very stupid yeah i feel like"
6291200,6297920," you should really play it on a computer uh yeah wow i feel like it would be i mean i'm glad that the"
6297920,6303840," i'm glad the franchise is getting this kind of support from ooby soft i'm glad that it's"
6303840,6309520," successful it's it really is a very different gaming experience than almost any other quote-unquote"
6309520,6315840," rts um it's a really cool game yeah i don't see why it needs to be on console it already runs"
6315840,6321440," really well on pc you can run it on like integrated intel graphics um if anything it's poorly optimized"
6321440,6326560," for high-end hardware but it does really well on low-end hardware like low details i i don't see"
6326560,6333040," why this needs to be on on console i think playing high difficulty ano on console will be really hard"
6333040,6339040," um yes just with how fast you can get things done because a lot of at a lot of times you're"
6339040,6343760," kind of fighting against the clock in that game um yeah you got to make decisions quickly and you"
6343760,6348960," have to make them very well you have to do react to emergencies everything's on fire you know that"
6348960,6353920," kind of thing pirates are coming like there's there's stuff going on you have to react really fast"
6353920,6359120," hopefully they do a really good job of it um because more fans of ano would be more cool"
6359120,6366320," but yeah it sounds really tough con red says uh starcraft 64 it's good example yeah maybe maybe"
6366320,6371680," not uh this one's from tyler uh hey liness what are your next plans for your smart home i have"
6371680,6376080," been following your journey and using it to avoid issues you had or take ideas that worked well"
6376080,6383840," oh well one of the things i really need to figure out is what switches uh in a value is"
6383840,6389600," apparently still working on their motion sensing switch so hopefully that'll come sometime in the"
6389600,6396000," new year and i can replace those uh g_e_ jasco ones uh jasco did ultimately do the right thing"
6396000,6401920," in release firmware updates but i'm still having a lot of just general bugginess with them so i"
6401920,6406880," would like to just wholesale replace them at this point and it of lee's new upcoming switch uses"
6406880,6412320," millimeter wave for presence detection which is apparently a lot more accurate than motion sensing"
6412320,6423200," so with that swap out done i think that the next goal would be motion sensing and timed light"
6423200,6428880," intensity throughout the house because right now it's like you're it's cool to walk around"
6428880,6432960," and all futuristic like lights just magically turn on as you're walking around the house but the"
6432960,6438160," brightness is almost never correct so you end up touching the lights which a lot anyway and it would"
6438160,6444560," be really nice to be able to schedule that kind of stuff um i'd say that's the next big one also"
6444560,6450240," i still have not even touched those ecobies that are alongside the american standard thermostats"
6450240,6455600," in all the locations so i'm going to need to figure out now that it's getting chilly for the winter"
6455600,6460880," how to make sure that the heat and the cool are not fighting with each other so that's going to be"
6460880,6467680," a project for jake realistically but um i will have to assign it to jake so that's my role"
6467680,6473040," uh so what pointed out you can plug in keyboard and mouse to consoles these days"
6473040,6479440," i don't know how many people do that i suspect it's very uh common i'd be really interested in"
6479440,6486080," to know how yeah yeah it sounds like a good video for your new gaming channel"
6486080,6491680," maybe not maybe not how do you poll those people though because it's not going to be it's not going"
6491680,6496960," to be like putting up a poll on fopelain chat is is not going to accurately answer that question"
6496960,6504400," at all now that we know that 15 percent of them lie yeah um but but but even then like you're you're"
6504400,6509920," pulling the wrong group of people um you'd need a wider group of non-technical people to get a"
6509920,6514800," more accurate answer on how many people are going to pop in the keyboard and mouse dang zing wow"
6514800,6525600," what did you just call console people non-technical people no hot take hot take luke i didn't"
6525600,6533680," i was i was saying that we have a concentrated audience of technical people here and yeah and"
6533680,6538240," to find out how people game on console you'd have to ask non-technical people to find out how"
6538240,6542640," people game on we find out how people game on computers you'd have to do the same thing because"
6542640,6549920," if you pulled the flip line if you if you pulled the flip line no you're canceled if you pull honestly"
6549920,6553920," console players are probably less technical than computer players that just wasn't my point"
6554880,6559520," we did it a second time this is so good this isn't my point i uh the"
6559520,6566240," minus if you want to pay console gamers if you wanted to figure out the resolution of monitors"
6566240,6570320," that people had on steam and you pulled the flip plane audience it's going to be wrong"
6570320,6575280," because you have to find the delays no the delays over chats exploding"
6575280,6583360," the average steam user which is not the average person in flip plane chat it's a problem the"
6583360,6589200," sample size is is wrong and you're also saying that they have lower IQs as well oh my goodness"
6589200,6602880," and they're and they're ugly you got to stop texting me this stuff off the show you can't"
6602880,6608000," you're just adding fuel to this fire i can't and their mums are ugly well i mean that makes"
6608000,6611520," sense i mean if they're ugly their mums are probably ugly like it's got to come from somewhere"
6613040,6617760," shall we move on before this becomes an issue we don't want to be trending on twitter again"
6617760,6624480," yeah uh this is this one's from eon good evening guys love the channel and all you do my wife"
6624480,6631200," and i are expecting our first can't wait to play space kids in DOSBox with a little one in my lap"
6631200,6636240," just like my dad did with me what gaming memories do you have and want to share recreate with your"
6636240,6642320," own kids you know what i actually went through this pretty recently there's this um i think it's"
6642320,6651040," called pc emu pc pcm it's a pc emulator and it allows you to actually emulate like a windows 95"
6651040,6659920," windows 98 older era cpu on a modern computer and it's one of the only ways to play old like point"
6659920,6665040," and click adventure games from that time and one of the games that my kids actually had a blast"
6665040,6672720," playing is called mixed up mother goose and game experiences like that simply do not exist anymore"
6672720,6679920," i think they're just kind of considered too low-five for today and it was a it was a really uh it was"
6679920,6686640," really cool seeing them play and enjoy the exact games that you know i was playing back in like"
6686640,6693360," 1993 or whatever back back when that came out um there's actually a lot of those kinds of games"
6693360,6700400," that was how at least two of my siblings learned to read was these interactive uh computer like"
6700400,6705680," books um the george shrinks was one of the ones that we had and there's a paper copy of it obviously"
6705680,6709920," but we we also had the digital one that would read it to you and you could kind of interact with the"
6709920,6715040," illustrations on the pages um yeah i think that's uh"
6715040,6721840," that's one that i was able to successfully share and recreate but i think that you know"
6722800,6727200," in line with what we were talking about earlier on the show that may not be an option for kids"
6727200,6732960," that are growing up today their gaming experiences might be not irretrievable"
6732960,6742960," yeah i mean what gaming memories do you have something that i really deeply enjoyed was"
6742960,6750400," morrowind talking about morrowind a lot i know uh morrowind was a game that my dad my dad and i"
6750400,6754240," played a lot no one else like my brother didn't really care he wasn't that into it but my dad and"
6754240,6760160," i played a bunch and um i've told the story before but i didn't realize that i had never actually"
6760160,6766480," started the main quest until we were like we never bought a player's guide before um but the internet"
6766480,6771360," was in its infancy still there were expensive man and they were expensive i never bought one and"
6771360,6776800," it's still the only game i've ever bought one for um but i don't know what really compelled us to do"
6776800,6781200," it but at one point we were just like there's clearly a lot to this game we're clearly missing"
6781200,6786400," a ton let's check out a player's guide and we did and we got one uh and then immediately"
6786400,6791360," figured out that there was a main quest and we just had no idea it existed because you could sell"
6791360,6797120," the item that started the main quest so i just sell it every time i don't need this thing um"
6797120,6805680," and that turned into my dad and i like playing morrowind co-op style"
6805680,6809360," where one of us would be piloting the character and we'd trade back and forth all the time it wasn't"
6809360,6814560," like just me all the time or anything um one of us would be piloting the character and the other one"
6814560,6819440," would be reading from the player's guide and figuring out like what should we go do next and the player's"
6819440,6826160," guide was written in a really really cool way um like it it was genuinely really well written"
6826160,6832240," where they would keep spoilers out of things and they would keep context and information at the end"
6832240,6837520," of what they were talking about um and they they communicated that to you at the beginning of the"
6837520,6843440," player's guide so they made it very clear that like there's gonna if if if you're looking up like"
6843440,6849600," you can use it in a way that if you see some cave or or if you read through the player's guide"
6849600,6853360," and it's like oh there's a cave here and you didn't know that was there or something you could use"
6853360,6858320," it to get you there and then you could explore it on your own and then you could check with the"
6858320,6862160," player's guide to make sure you got everything so it may it tried to make it so that you were"
6862160,6866000," still exploring the world on your own but you could use the player's guide to make sure that"
6866000,6872880," you weren't missing entire whole experiences like the whole main quest um and my dad and I playing"
6872880,6878480," Morrowind is is probably one of if not genuinely my favorite memory of gaming but i that's not"
6878480,6883120," gonna share that if i had a child i'm not gonna share that with my child it's it's not gonna be"
6883120,6891680," the same way um so i don't know i have no idea okay let's have a look this one's from ryan"
6891680,6897840," hi Linus did you test iops on the one million dollar server also will we ever be able to buy your"
6897840,6903280," blanks i prefer plain teas and quality ones are hard to find especially in non-blanned colors"
6903280,6910800," well now that i only shoot blanks i'd say that uh should be pretty easy to get one if you really"
6910800,6918960," want okay sorry i'm sure you meant to create as a piece of cardboard isn't it it is it's challenging"
6918960,6928080," your best could make paper babies um yes we do plan to make the blanks available i think that"
6928080,6933520," our costs have actually gone up on t-shirts we've stubbornly maintained them at"
6933520,6938640," 1999 throughout all of the price increases that have gone on over the last five years"
6939440,6946560," so what i think will happen is we will continue selling our printed teas at 1999 but we are going"
6946560,6952160," to absorb some of that additional cost by also selling the blank teas at the same price which i"
6952160,6958880," think is a perfectly good price for a quality shirt like the one that we have finally finally found"
6958880,6967680," um and made so it's going to not really yield any kind of savings for you but yes you will be"
6967680,6972880," able to buy a blank tea and it'll just be all all different colors i think actually they're"
6972880,6979040," gonna sell really really well because they're great shirts and not everybody wants like a tech"
6979040,6986160," picture or slogan on their shirt um so especially on weekends actually i often reach for my blank"
6986160,6991120," because i just don't want to walk around like and have be even more recognizable than i was"
6993200,6999840," so 1999 is here to stay also oh actually actually i just realized we never addressed this a lot of"
6999840,7005520," people asked if floatplane is planning to increase pricing in light of you know Netflix cracking"
7005520,7012560," down on multi-users youtube increasing pricing for premium the answer is no at our scale we have"
7012560,7018560," not felt the need to do anything like that and especially as long as the platform is growing"
7018560,7022880," like that's one of the things that i actually addressed in the youtube should charge for 4k video"
7022880,7029200," is that the issue is that the proliferation of content has outpaced membership growth"
7029200,7035680," but floatplane has actually seen a huge surge in membership recently between the colony chris"
7035680,7040480," collab the really great behind the scenes content that we've been doing the better image quality"
7040480,7045600," and the fact that wancho was missing for a few hours last week apparently drove about 500 of"
7045600,7051200," you to sign up for floatplane which is hilarious gotta get that fix um but floatplane is growing"
7051200,7057200," like crazy right now to the point where it's like you know dang why aren't there more creators on"
7057200,7062480," floatplane i don't understand it it's like actually a really good it's really good but whatever i"
7062480,7070720," can't i can only make the horse to water i can't make it drink yeah oh yeah okay i got another one"
7070720,7078880," here from anonymous how's daily driving the new air pod pros oh they're great uh if anything the"
7078880,7084800," active noise cancellation is too good i used to be able to like at least hear my kids if they really"
7084800,7092640," needed my attention and now i just really can't when i just have them in a noise cancelling so it's"
7092640,7097760," blissful actually and they're even better for sleeping than the old ones then i'm super happy"
7097760,7102800," with them so far i hope they don't develop the same driver rattle that my previous like two pairs"
7102800,7109760," of air pods pro ones did i mean that's always a possibility i guess this one's from louis my"
7109760,7117360," brother wants to know if you would consider making a cologne yeah we're gonna call it gamer sweat"
7117360,7122240," it's coming next year i i'm kidding it's not happening luke i see the look on your face okay"
7122240,7132160," i'm disappointed liness um i don't know like we could but it's it's one of those it always comes"
7132160,7136560," down to that question that i always talk about what are we contributing to add"
7136560,7143760," yeah what value are we adding here that are there not enough smells to choose from is there not"
7143760,7150720," enough toilet water in the world i just i mean you could take that same approach to t-shirts and"
7150720,7156560," things like that you know well no i think our t-shirts actually have a reason for existing you"
7156560,7161760," know i like that like the commenter said it's actually really hard to find a decent quality"
7161760,7166960," shirt that doesn't suck that's fair i've been violently impressed with all your merchandise"
7166960,7172080," yeah there's there's me being a corpochial but no it's it's surprising how good quality it is"
7172080,7179040," well the thing is that it's surprising how much how little it costs to make something good"
7179040,7184320," like you can make something crap for six dollars and you can make something really good for seven"
7184320,7189360," dollars and fifty cents and people work the six dollars all the time it's great it is amazing"
7189360,7196240," how often people choose the six dollar option it drives me crazy it shouldn't be a business model"
