start,end,text
4268780,4271620," It's either thunderbolt 3 or 4. I really doubt it's thunderbolt 2"
4271620,4273940," But is it a good idea anymore?"
4273940,4275620," I mean, it's not the most cost effective thing"
4275620,4280580," But once you've made the investment into the enclosure as long as you get one of the more generic ones"
4280580,4283540," Nothing would prevent you from changing out the graphics card as you go"
4283620,4288300," So it's a one-time cost at the very least and so far it looks like"
4288300,4294740," Thunderbolt is not going to evolve beyond the type-c interface or at least connector. So"
4294740,4298660," Yeah, I mean I'm super into it. I think it's super cool"
4298660,4306860," but the most practical thing and the most cost effective thing is to have a portable laptop and then a powerful desktop"
4306860,4313020," Compared to having like a powerful laptop that you'd been like hook expensive dongles into"
4313100,4314780," Yeah"
4314780,4316780," We're at going again"
4316780,4321160," Yeah, I sent Bell message apparently it's something to do with one of the lower thirds potentially"
4321160,4326740," I don't know that was one theory right now. It's covered, but no, no, it's not the one that we thought it was so"
4326740,4330980," It's a mystery. Yeah, I don't"
4330980,4333880," That would be extremely surprising pretty mild"
4333880,4339180," So I think we'll have to live with it for the next little bit here because we've we're not quite sure what it is. Okay"
4341580,4343580," from"
4343580,4344940," Samuel"
4344940,4349220," Love from comeback love the water bottles. I've seen LMG grow up from the house era"
4349220,4354820," Are you afraid about the possible coming recession effect in the growth of LMG? Yes"
4354820,4362780," Yeah, we've been making a lot of investments lately the timing couldn't be really well it could be a little worse for us but"
4362780,4366460," We're at a somewhat vulnerable"
4366460,4369420," Spot"
4369420,4376380," We're in a yeah, it's not a great time for consumer confidence to be going way down for there to be"
4376380,4380020," just geopolitical conflict around the world and"
4380020,4385340," And then we're expanding and and yeah, we're expanding"
4385340,4391300," You know a big a really important thing to us is making sure that everyone still has placed to live and food to eat"
4391300,4393780," You know taking care of taking care of our own"
4393780,4398300," So nothing's getting cheaper. I guess is what I'm trying to say"
4399300,4404780," Yeah, it's been it's been really really stressful. I think last time you've on and I sat down and looked at it"
4404780,4408940," Over the next 12 months. We're projecting something like maybe"
4408940,4413300," 60% the profit level of what we had the previous 12 months, so it's been pretty heavy"
4413300,4420100," Backpack and screwdriver if they are just smash it and knock it out of the park successes could change that but"
4420100,4423300," You know, I'm not gonna count those eggs before they're hatched"
4424020,4432940," Also timing for stuff like backpack and screwdriver is is rough. They're worth it. They're great products, but they're premium products and"
4432940,4436380," You know premium products"
4436380,4440640," Can get hit by by recessions"
4440640,4446460," To be clear the hyper premium product, you know like your $3,000 pair of shoes or whatever"
4446460,4452700," I said Luke a hilarious article that like hyper cars in the UK are up 17% year over year"
4452860,4454700," Like okay, sure"
4454700,4459060," But it's the it's the premium but not you know that"
4459060,4462380," Tier that tends to get hurt. Yeah"
4462380,4470340," From frost coder always enjoy the Twitter back and forth between Linus and dbrand if you had a dbrand your house"
4470340,4475220," What design would you go with? I'd probably go with a big thing that says dbrand"
4475220,4478860," Yeah, nice those guys nice"
4479140,4487380," Fair yeah, I'm pretty sure the homeowners association wouldn't be super into it"
4487380,4491220," But it'd be there for a little while yeah till I get fined"
4491220,4499100," From a non I've been getting into pricing together in NASA and some of your videos mentioned VMS"
4499100,4503940," What would be the use case for a NASA VM for home users? Well, I couldn't speak from experience here"
4503940,4511180," But you know somewhere to something to use for all your torrenting so that you're not using your daily driver machine is something that"
4511180,4513540," People would use a VM for"
4513540,4521700," Another thing you might use a VM for is running server software that just you don't want to deal with like some command line Linux install"
4521700,4528260," So plex media server for example can easily run in a Windows VM that would sit on your NAS rather than having that running on a"
4528540,4534220," Desktop in your house that might get shut down on a regular basis like a server the expectation is that it's going to be running all the time"
4534220,4539700," It's not a VM but it's a Docker container which is"
4539700,4547340," Kind of related but you know home assistant is running on in a Docker container on my server"
4547340,4552500," So things like my lights and blinds would have their commands run through that particular server"
4552500,4555620," Can you think of anything else?"
4556500,4561260," Know that that that first one, you know, I don't remember exactly the details of what you're saying"
4561260,4563260," But that seems like a really good point the"
4563260,4569020," Yeah, you ever want to just download something sketch and you don't want to do it on like your computer"
4569020,4573860," Even even if you're not worried about the tracking of it if you're worried about it being bad"
4573860,4576700," Just like a virus to be clear using a VM"
4576700,4580580," This is not mean that it's not save you all over your network for sure"
4580660,4586500," But there are not like it doesn't help that do not spread on your network. So that that could be a way"
4586500,4593460," I mean dark containers. Yeah for sure one thing you can do is that you can you can access a VM without it actually"
4593460,4597940," being on the network so you could just disable its network interface and"
4597940,4603100," Execute whatever executable it was and see if it's you know horrible"
4603100,4607700," So as long as you've got it as long as you've got it network gapped"
4608540,4610860," Probably you'll be fine, but not a guarantee as well"
4610860,4616420," It's not something that we would necessarily recommend if you actually want to play around with stuff that you think is like probably malicious"
4616420,4619140," It should be completely air gapped that is to say not"
4619140,4625300," physically connected to your network at all and a VM is sort of inherently connected a little yes"
4625300,4633700," Tom asks if you'd heard of the ODD class action lawsuit if he any thoughts or would be participating"
4635100,4639620," What oh yeah, I did that's pretty funny you can get 20 bucks"
4639620,4643820," because of like price fixing on optical drive media and like the"
4643820,4647540," 2000s or something, but you don't have to provide any proof of purchase because"
4647540,4650900," the class action found that like it"
4650900,4655860," It could reasonably say that anyone who was alive at that time was affected by it"
4655860,4660620," So you just throw it at the end you get 20 bucks sweet. Yeah, so do it. Yeah, thanks"
4660620,4665060," This is in Canada. Sorry. Hi everyone else. Hi"
4666020,4668340," Finally something for us Canadians. Yeah, I know right"
4668340,4671860," Taylor asks it's so cold we win those"
4671860,4676420," Is there a particular channel super fun activity that stands above the rest for you?"
4676420,4680100," Oh, I"
4680100,4685700," Really enjoyed playing like knee hockey upstairs even though I think everyone got horrible rug burns"
4685700,4689300," And I injured my wrist like badly like it hurt for weeks"
4689300,4692260," That was that was pretty fuck"
4692260,4694260," I'm trying to think"
4695260,4700860," In the dark like glow stick fight was pretty fun. It's like hucking glow sticks at each other"
4700860,4706460," I remember we did something where we were like catapulting water balloons at each other. That was like the first one"
4706460,4711540," Was it we hit you right in the junk? Yeah, I'm surprised that stood out as like a good experience"
4711540,4715520," You into that I did not remember that part of it to be fair"
4715520,4723380," I'm trying to think the pranks were really fun the two like big ones. Mm-hmm. Those are really fun. Yeah the the"
4724100,4726100," office theft prank"
4726100,4730740," That one was my revenge was so sweet that one was crazy because"
4730740,4736820," But both of those pranks I was so convinced by I guess partially mine"
4736820,4742100," But mostly I guess everyone else's reactions that I started getting wrapped up even though I knew what was actually happening"
4742100,4745020," I started like you had to like go somewhere. I"
4745020,4747900," Think I think they like disabled your car"
4747900,4751900," So I was gonna like drive you and my brain wasn't like I need to tell them at some point"
4751900,4753900," I was like I'm driving to the airport"
4753900,4757780," And like I remember"
4757780,4760820," When we were pretending that the the office was robbed"
4760820,4766060," Yeah, like people started like running around trying to like see if we could find the person because if I remember correctly"
4766060,4769140," We had someone run out the back door. Yeah. Yeah, and I was like"
4769140,4774700," How is it that you get to play both sides all the time?"
4774700,4781340," About every single prank. Yeah, I don't know actually. That's not fair. I think Luke. No"
4782060,4787700," Nah, yeah, yeah, let's see Luke naked. No plant a bunch of cameras in Luke's house for a change"
4787700,4790780," Ridiculous yeah, that might not be a good great idea"
4790780,4794900," From"
4794900,4796180," Tripp"
4796180,4801500," Hello thoughts on the call me Chris clap after some time now that six hour cut is wild"
4801500,4808780," Yeah, it was a lot of fun on it was funny. It was good watch. Yeah, Chris is one of the most talented"
4809020,4814260," Content creators that I've had the pleasure to work with there are there are certain people that are like, you know"
4814260,4822580," Pretty good, and then there are just absolute professionals like Justine is just such a pro. She crushes it"
4822580,4825300," Chris such a pro"
4825300,4830180," You know, there's I don't know there's there's just there's two kinds of youtubers"
4830180,4833140," They're the ones that there's the ones that are just really passionate"
4833140,4836020," who I think"
4836020,4843060," wouldn't have succeeded in traditional media because they just didn't have"
4843060,4848300," That you know that polish right and that works on YouTube"
4848300,4852300," It's good to be raw, but then there's the ones that could have done it"
4852300,4854980," They they could have just been that that point"
4854980,4858020," 001% of the population that just"
4858020,4863220," Just slay they're just impossible not to like they just turn it on and it's like"
4864180,4870060," Wow, you make that look really easy. I remember when we had Tom Merritt on the Wancher"
4870060,4871420," I was actually gonna yeah"
4871420,4874340," And the guy like much smaller audience than us"
4874340,4881740," For some reason but he basically gave us a lesson on how to host a podcast on our own freakin show right like just"
4881740,4886640," Uproat so you're just after that show both of us sitting back and going like huh?"
4886640,4889180," Yeah"
4889180,4892860," So that's cool"
4893100,4896540," Yeah, Chris Parello was the same the guy was balancing"
4896540,4904700," Talking about the topics interacting with us and interacting with the chat and was doing all three of them better than I could do one"
4904700,4906700," And I'm just like"
4906700,4911180," Darn can you just make tech videos again? Yeah, it's like for real Chris. I don't know"
4911180,4914780," He's probably doing these but I don't know probably Star Wars something yeah"
4914780,4918460," Anyway"
4918620,4922780," But yeah Chris is Chris is one of those people just who is an outstanding"
4922780,4929980," Wit she's sharp. She's always ready with something and you can really appreciate that over a long"
4929980,4933580," tedious many hour project"
4933580,4936620," The fact that she is on"
4936620,4944300," So consistently for so long when she's so tired just gives you some idea how talented she is"
4946300,4950700," Also a savage some of her snapbacks were pretty"
4950700,4956940," Yeah, yeah, it was it was to the point where I didn't feel like I had to pull any punches"
4956940,4958140," No, like I'd go at her"
4958140,4963820," I'd go at her as hard as I as I can at that point because I knew that I was just gonna get it back just as bad like"
4963820,4971020," Yeah, it's one of those things where I really I really appreciate a snappy put down like that's that it's it's part of my sense of humor"
4971020,4973020," It's I like you know"
4973660,4975980," Got him, you know like I love it. I love it"
4975980,4979660," And like I'm never I've never serious I want to hurt anybody's feelings"
4979660,4980780," I'm not about that"
4980780,4983260," But I just I do like that style of humor"
4983260,4990220," And so sometimes I will end up in situations where because I appreciate that style of humor"
4990220,4995900," I will just I'll go hard at someone and even if they don't care even if they don't give a f***ing"
4995900,4998380," They're just like I yeah, I think that's funny"
4998380,5001980," But they just like take it they don't dish it back"
5002620,5007260," I I I'll feel bad and then if it ends up on camera, I will look bad"
5007260,5013500," I will look like just a complete monster. So honestly, it's just kind of a mental load off for me"
5013500,5017260," When I'm hanging with someone that is gonna dish it back"
5017260,5021580," As hard or harder because I can just let loose I just like yeah"
5021580,5027420," I'm gonna say whatever the most horrible offensive thing that pops into my mind is because no one's gonna be like oh"
5027420,5029420," Poor Chris, I would have picked him"
5029420,5031820," Because she's gonna be equally evil to me. That's right back"
5032060,5035260," I don't remember what she said, but she said something that was really good"
5035260,5039100," And I saw your reaction and"
5039100,5043420," I think you played for the camera a little bit, but I could tell"
5043420,5048380," From your reaction that the the overwhelming reaction was like damn that was pretty good"
5048380,5052380," But I was like yeah, that was pretty good"
5052380,5060860," That was so funny. I like it. Yeah. Yeah, like I said, it's not gonna hurt my feelings. I don't care"
5060860,5066060," Yeah, yeah, but I appreciate a really snappy put down. I like it"
5066060,5074460," Question from caden do you think certificates like comptia plus are worth it"
5074460,5078460," Neither of us has it"
5078460,5083580," It's kind of an old time thing at this point. I would argue"
5083580,5087260," I think it was much more"
5088460,5092300," viable back in the days of early operating systems and"
5092300,5097260," liquid capacitors less internet less internet. Yeah, like it was"
5097260,5100300," I"
5100300,5106460," Wouldn't bother unless there was a specific place that said they were looking for it and then I would just get it"
5106460,5109020," And that's it"
5109020,5113020," But like honestly if you're applying there and they require it that's like a little weird"
5113020,5116380," There's some people asking if I'm gonna have Chris fix my hair notation already did it"
5116460,5122300," So you can see my uh, hold on. It's not like it's not like done properly or whatever, but like the fade is good"
5122300,5124940," Way better. Yeah, it's fixed up"
5124940,5128540," Tasia was the one who coached Dennis"
5128540,5132540," So I had the pleasure of hanging out with her for an hour and we talked she watched the video"
5132540,5135420," And so we just basically like talked shit about Dennis"
5135420,5139980," Because she's like yeah, I don't know where any of that came from that is not what I showed him"
5139980,5143580," Like I'm watching the video. I'm going along. I'm like what the"
5144060,5147180," F*ck is that when he just starts doing stuff"
5147180,5153580," It's like yeah, that's not how I coached him. I promise. I will give you a competent haircut. I'm like, yeah, I believe you. I'm here"
5153580,5156220," It looks good. Yeah, thanks"
5156220,5158540," From Cole"
5158540,5163180," Linus, how much longer do you think you have to wrap up your new house? What's left in house a pool progress going?"
5163180,5168540," Are you gonna be like that because I asked you yesterday"
5168540,5171180," Why are you gonna be like that Cole?"
5172380,5174860," Cole? Yeah, who said it? Oh, yeah"
5174860,5177740," Rough"
5177740,5182300," I don't know it depends how much I can turn into video content"
5182300,5189820," So one of the things that's going to take just a really long time is getting everything like perfectly cable managed like ordering cables in the right"
5189820,5194300," Langs and getting all the chargers like wall mounted and all that kind of stuff. So we're gonna make that a video"
5194300,5199020," So I've had Harrison working on that for like over a week"
5200860,5206860," It's great. Um, so things like that will accelerate it theoretically the trades are supposed to be back in this week"
5206860,5210460," They showed up only today. So I don't know what happened the other four days"
5210460,5217660," Maybe they'll finish up in the next couple of weeks. Who knows they're supposed to shoot the concrete next week for the pool, but they probably won't so"
5217660,5220620," I don't know"
5220620,5222620," I don't know the backyard's like"
5222620,5225660," Can have exploded actually a dumpster fire. Yep"
5228300,5232300," From sigh so maybe I'd subdurn to my screen. I think it's so"
5232300,5239500," Sorry, it is. I okay. We're good. What was the decision you made when growing lmg that in hindsight was maybe too much risk"
5239500,5242060," Doing it at all"
5242060,5246860," That's it"
5246860,5253820," Yeah, that's the worst part. That was the dumbest thing ever. It was so sketchy at the start. Yeah, it was like you have no idea"
5256380,5258380," All right. Well from Alex"
5258380,5264860," Linus and Luke which wireless earbuds would you recommend Linus were able to find any replacement for the AirPods Pro?"
5264860,5271500," I still rock the AirPods Pros. I have not found a replacement for the excellent active noise cancellation"
5271500,5277740," There is really good active noise cancellation. Sony's is excellent. Sennheiser's is very good. LG's is okay"
5277740,5281500," um, but apples is excellent tier"
5281980,5288540," Uh, the size of the the size of the carrying case like nothing is quite there. LG's is quite strong"
5288540,5295420," Um trying to think who else is in pretty good shape as far as that goes man. It's just like oh so good"
5295420,5297820," Um"
5297820,5301420," Mine mine is close but not the same. I don't like it when they go in your ear"
5301420,5304220," My ears are a little weird and they just push them back out"
5304220,5305660," Um"
5305660,5307980," So I have the just ogee airpods"
5308860,5314140," And even though i'm on android, I like them the most of everything i've tried so yeah, sorry guys it is what it is"
5314140,5320060," Yeah, adam liked the new bare dynamic free bird earbuds that they just released apparently the battery life is"
5320060,5326860," Insane, I think it's 11 hours. Wow. Yeah, so it's he was pretty impressed with those. I have to check those out. Cool"
5326860,5329980," Uh from anon is there a dream"
5329980,5334220," collab anybody that you would love to have on the show or do a video with"
5335420,5340140," I think someone asked this like last week when you weren't here and I basically was like, I don't really watch a lot of youtube"
5340140,5343980," So I don't really know I I like people in general mostly"
5343980,5347180," Okay, I mostly don't like people, but I like youtubers in general"
5347180,5352700," I don't know there's something about youtubers. I just like i'm like, yeah, I all kind of cut from the same cloth"
5352700,5355500," Like I just kind of get along with them automatically. So I"
5355500,5362140," Yeah, it's always fun, but I it's it's hard for me to just get out of my my focus bubbles sometimes"
5362700,5366860," And and think about that and to be clear. I like you people you guys are my tech people"
5366860,5372380," It's just like when I have absolutely nothing in common with someone. I'm just a lot of the a lot of the people that I would say to you"
5372380,5375180," I don't know a lot of people that I would like to collab with the most we already have"
5375180,5378620," Yeah, that's fair"
5378620,5384620," That's it for merch messages. Are we gonna land to go to yeah, let's get out of here. All right later"
5384620,5387820," Bye"
5387820,5389820," All right"
5390700,5392700," It's going on"
5393580,5395580," You"
5396540,5398540," You"
5399020,5401020," You"
5401020,5403020," You"
5403020,5405020," You"
5405020,5407020," You"
5407020,5409600," (upbeat music)"
